Time	CellId	RNTI	BWPId	SINR(dB)
0.817929	1	10	0	-12.8302
0.819571	1	3	0	7.44357
0.820464	1	10	0	-12.3973
0.822464	1	3	0	3.82229
0.824964	1	3	0	4.49091
0.827429	1	3	0	10.2722
0.846571	1	1	0	37.5181
0.849571	1	7	0	-1.43777
0.850571	1	4	0	12.1952
0.852429	1	7	0	2.12917
0.853357	1	4	0	18.4689
0.854964	1	7	0	2.29189
0.858571	1	8	0	-0.995725
0.860607	1	6	0	-4.50799
0.861429	1	8	0	-1.51827
0.862607	1	10	0	-13.1965
0.863429	1	6	0	-5.20099
0.865464	1	10	0	-11.1199
0.867929	1	10	0	-11.2126
0.868071	1	2	0	33.476
0.869571	1	5	0	1.60815
0.869607	1	3	0	6.35554
0.872429	1	3	0	1.12514
0.872429	1	5	0	-2.515
0.874929	1	3	0	6.42631
0.874929	1	5	0	-1.78858
0.877429	1	3	0	6.60387
0.887571	1	9	0	-5.00836
0.890464	1	9	0	-2.51023
0.900571	1	7	0	-0.0301172
0.901571	1	1	0	37.1972
0.903429	1	7	0	-1.01047
0.905929	1	7	0	-2.90174
0.916571	1	8	0	-0.454995
0.918571	1	4	0	15.6801
0.919464	1	8	0	-0.0981937
0.921464	1	4	0	13.0681
0.921643	1	10	0	-12.101
0.921714	1	6	0	-6.02244
0.922571	1	5	0	1.32565
0.922607	1	2	0	34.2668
0.924464	1	6	0	-9.8295
0.924464	1	10	0	-15.8568
0.925464	1	5	0	0.984654
0.926929	1	10	0	-12.6228
0.926929	1	6	0	-8.48137
0.929464	1	10	0	-9.71469
0.931571	1	3	0	7.0278
0.934464	1	3	0	6.74309
0.947571	1	9	0	-5.89589
0.950464	1	9	0	-3.63999
0.952571	1	7	0	-1.46354
0.955464	1	7	0	-3.68818
0.962571	1	1	0	37.0455
0.968571	1	8	0	0.933547
0.971464	1	8	0	-2.33561
0.971571	1	5	0	0.989901
0.972571	1	4	0	13.1844
0.973643	1	10	0	-9.57436
0.974464	1	5	0	-2.04056
0.974464	1	8	0	0.00793526
0.975964	1	4	0	11.5756
0.976464	1	10	0	-8.79674
0.976964	1	5	0	1.36546
0.978929	1	10	0	-9.38274
0.980571	1	2	0	31.2828
0.985643	1	6	0	-3.96552
0.986571	1	3	0	6.88581
0.988464	1	6	0	-4.8276
0.989464	1	3	0	2.91776
1.00961	1	9	0	-6.69296
1.01243	1	9	0	-5.20588
1.01496	1	9	0	-3.67971
1.01857	1	7	0	-2.63091
1.01957	1	1	0	36.9418
1.02146	1	7	0	1.69381
1.02857	1	8	0	-0.116203
1.02861	1	4	0	14.3714
1.03146	1	4	0	14.6333
1.03146	1	8	0	-13.299
1.03264	1	10	0	-7.99858
1.03396	1	8	0	-2.31263
1.03457	1	5	0	0.251147
1.03546	1	10	0	-6.45029
1.03557	1	2	0	32.1035
1.03646	1	8	0	-0.196145
1.03743	1	5	0	-1.37159
1.03993	1	5	0	-1.91622
1.04261	1	6	0	-3.5923
1.04546	1	6	0	-3.66672
1.06657	1	3	0	7.10187
1.06757	1	9	0	-7.74267
1.06761	1	7	0	-3.13131
1.07046	1	7	0	-4.9509
1.07046	1	9	0	-8.27427
1.07296	1	7	0	-0.340992
1.07657	1	4	0	13.2411
1.07946	1	4	0	12.9032
1.08196	1	4	0	9.20424
1.08361	1	10	0	-6.13848
1.08457	1	2	0	31.4641
1.08639	1	10	0	-4.65694
1.08746	1	2	0	29.9673
1.09057	1	5	0	-0.585265
1.09061	1	1	0	37.4115
1.09157	1	8	0	-3.10833
1.09343	1	5	0	-1.4057
1.09446	1	8	0	-4.11679
1.09696	1	8	0	-3.51142
1.10557	1	6	0	-4.60394
1.10846	1	6	0	-4.58993
1.11761	1	9	0	-8.7648
1.12043	1	9	0	-6.33676
1.12057	1	7	0	-4.59439
1.12346	1	7	0	-10.5374
1.12457	1	3	0	6.09729
1.12596	1	7	0	0.570039
1.13757	1	4	0	10.2628
1.14046	1	4	0	13.2304
1.14061	1	10	0	-3.22467
1.14064	1	2	0	32.4164
1.14068	1	1	0	37.0573
1.14343	1	2	0	28.9485
1.14343	1	10	0	-13.545
1.14457	1	8	0	-3.99799
1.14596	1	10	0	-2.60156
1.14607	1	5	0	-1.13393
1.14739	1	8	0	-5.79103
1.14896	1	5	0	-1.62865
1.14993	1	8	0	-3.77186
1.16957	1	6	0	-7.02204
1.17157	1	7	0	-3.69387
1.17243	1	6	0	-6.95993
1.17446	1	7	0	-0.613017
1.17757	1	3	0	4.63981
1.18046	1	3	0	6.5424
1.18964	1	9	0	-8.17141
1.19243	1	9	0	-6.34966
1.19261	1	10	0	-7.24244
1.19357	1	2	0	32.4952
1.19546	1	10	0	-5.91802
1.19646	1	2	0	32.6894
1.19796	1	10	0	-5.92402
1.20157	1	8	0	-5.63863
1.20357	1	4	0	13.0503
1.20443	1	8	0	-4.72677
1.20457	1	5	0	-2.25563
1.20643	1	4	0	9.03581
1.20746	1	5	0	-3.46159
1.20893	1	4	0	12.4071
1.21957	1	1	0	37.5355
1.22361	1	6	0	-5.61383
1.22646	1	6	0	-6.43885
1.23257	1	3	0	4.08064
1.23546	1	3	0	7.4132
1.24357	1	7	0	-6.6604
1.24643	1	7	0	-5.987
1.24664	1	9	0	-7.35919
1.24668	1	2	0	32.1388
1.24896	1	7	0	-2.89147
1.24946	1	2	0	26.2662
1.24946	1	9	0	-24.5924
1.25196	1	9	0	-4.43514
1.25457	1	4	0	8.54128
1.25746	1	4	0	9.33613
1.26557	1	5	0	-1.63986
1.26846	1	5	0	-2.03328
1.27261	1	10	0	-7.56391
1.27457	1	8	0	-5.39032
1.27543	1	10	0	-6.34275
1.27743	1	8	0	-7.97941
1.27996	1	8	0	-4.15526
1.28157	1	3	0	3.89516
1.28443	1	3	0	6.92756
1.28461	1	6	0	-6.289
1.28746	1	6	0	-7.05066
1.28857	1	1	0	36.7809
1.29357	1	7	0	-2.67862
1.29643	1	7	0	-4.95668
1.29896	1	7	0	-2.63898
1.29914	1	9	0	-9.17716
1.30196	1	9	0	-7.26897
1.31157	1	2	0	32.6091
1.31446	1	2	0	33.5965
1.31557	1	4	0	14.7817
1.31657	1	5	0	0.282683
1.31846	1	4	0	14.3922
1.31946	1	5	0	-0.228392
1.32657	1	10	0	-7.11131
1.32946	1	10	0	-6.11415
1.33157	1	8	0	-5.48218
1.33446	1	8	0	-4.44781
1.34064	1	6	0	-10.8747
1.34157	1	1	0	36.8472
1.34343	1	6	0	-11.3527
1.34593	1	6	0	-11.4192
1.34607	1	7	0	-2.28191
1.34846	1	6	0	-11.0773
1.34896	1	7	0	-3.48394
1.35757	1	3	0	1.9171
1.36043	1	3	0	6.45607
1.36164	1	9	0	-8.06096
1.36168	1	2	0	31.6614
1.36357	1	4	0	12.2721
1.36446	1	2	0	24.5562
1.36446	1	9	0	-27.7649
1.36643	1	4	0	6.2425
1.36696	1	9	0	-6.28325
1.36893	1	4	0	3.55868
1.37139	1	4	0	12.0662
1.38057	1	10	0	-6.83587
1.38061	1	5	0	-0.687954
1.38343	1	5	0	-4.56
1.38343	1	10	0	-17.4776
1.38596	1	5	0	-4.66096
1.38596	1	10	0	-17.8462
1.38757	1	8	0	-7.02742
1.38846	1	10	0	-5.32898
1.38961	1	6	0	-10.118
1.39043	1	8	0	-6.40183
1.39246	1	6	0	-10.4242
1.39493	1	6	0	-9.92741
1.40257	1	7	0	-5.80303
1.40546	1	7	0	-6.7259
1.40657	1	1	0	36.7762
1.40757	1	3	0	2.23046
1.41046	1	3	0	6.36977
1.41561	1	9	0	-8.50283
1.41757	1	4	0	13.9704
1.41846	1	9	0	-6.50728
1.41857	1	2	0	30.9305
1.42046	1	4	0	11.1643
1.43857	1	10	0	-9.83879
1.44057	1	5	0	-3.65501
1.44146	1	10	0	-7.94461
1.44346	1	5	0	-3.26816
1.44396	1	10	0	-8.05581
1.44757	1	8	0	-6.43804
1.45043	1	8	0	-8.56607
1.45293	1	8	0	-6.32799
1.45564	1	6	0	-10.437
1.45846	1	6	0	-11.109
1.45857	1	1	0	37.2587
1.46096	1	6	0	-11.147
1.46343	1	6	0	-10.802
1.46457	1	7	0	-5.03975
1.46743	1	7	0	-6.96478
1.46857	1	4	0	11.8408
1.46861	1	3	0	1.78742
1.46864	1	2	0	31.2615
1.47146	1	3	0	0.338178
1.47146	1	4	0	-3.04721
1.47261	1	9	0	-12.0145
1.47396	1	3	0	-2.53851
1.47396	1	4	0	-1.44714
1.47543	1	9	0	-9.91636
1.47646	1	3	0	0.136248
1.47646	1	4	0	-10.9846
1.47796	1	9	0	-10.3963
1.48957	1	10	0	-5.4977
1.49243	1	10	0	-4.01197
1.49657	1	8	0	-6.36338
1.49946	1	8	0	-5.97427
1.49957	1	5	0	-2.51579
1.50246	1	5	0	-2.68535
1.51357	1	1	0	37.1652
1.51461	1	4	0	11.3973
1.51661	1	6	0	-10.4453
1.51857	1	3	0	3.95713
1.51946	1	6	0	-10.6992
1.51957	1	2	0	30.9613
1.52061	1	7	0	-5.46687
1.52146	1	3	0	6.40596
1.52196	1	6	0	-11.5389
1.52261	1	9	0	-10.2754
1.52346	1	7	0	-3.50915
1.52546	1	9	0	-7.33132
1.54757	1	10	0	-6.30186
1.55046	1	10	0	-4.37084
1.55757	1	8	0	-9.05236
1.56046	1	8	0	-8.79567
1.56057	1	5	0	-3.05813
1.56296	1	8	0	-10.9615
1.56346	1	5	0	-3.48456
1.56557	1	4	0	12.213
1.56957	1	3	0	5.70551
1.57057	1	1	0	37.1816
1.57239	1	3	0	9.00284
1.57464	1	6	0	-11.4727
1.57664	1	9	0	-11.8425
1.57746	1	6	0	-11.3793
1.57857	1	7	0	-5.09124
1.57946	1	9	0	-10.4237
1.57996	1	6	0	-10.3356
1.58146	1	7	0	-3.22154
1.58196	1	9	0	-8.94883
1.58246	1	6	0	-10.3493
1.60857	1	2	0	29.5481
1.61857	1	10	0	-9.88376
1.62057	1	5	0	-4.42679
1.62143	1	10	0	-8.16968
1.62343	1	5	0	-4.65858
1.62393	1	10	0	-7.32775
1.62457	1	4	0	14.3535
1.62557	1	1	0	38.0462
1.62861	1	8	0	-9.64852
1.62961	1	6	0	-11.3268
1.63057	1	3	0	5.3971
1.63146	1	8	0	-11.3448
1.63246	1	6	0	-11.6196
1.63339	1	3	0	5.39763
1.63396	1	8	0	-9.50208
1.63493	1	6	0	-11.2706
1.63514	1	9	0	-10.292
1.63596	1	3	0	10.0962
1.63739	1	6	0	-11.2364
1.63796	1	9	0	-6.85268
1.64046	1	9	0	-8.46902
1.64057	1	7	0	-5.91346
1.64343	1	7	0	-10.8374
1.64593	1	7	0	-2.7637
1.67157	1	5	0	-4.91932
1.67357	1	4	0	13.8006
1.67446	1	5	0	-7.03216
1.67461	1	10	0	-8.3326
1.67557	1	2	0	29.829
1.67646	1	4	0	6.56633
1.67657	1	1	0	37.4066
1.67743	1	10	0	-7.01163
1.67861	1	6	0	-8.48177
1.67864	1	3	0	4.89596
1.67993	1	10	0	-7.36801
1.68143	1	3	0	-3.11656
1.68143	1	6	0	-13.6223
1.68393	1	3	0	-1.54561
1.68393	1	6	0	-14.3285
1.68639	1	3	0	4.10721
1.68639	1	6	0	-15.881
1.68957	1	7	0	-9.37619
1.69243	1	7	0	-11.089
1.69496	1	7	0	-5.37285
1.70364	1	9	0	-10.8961
1.70646	1	9	0	-8.22336
1.70664	1	8	0	-9.46709
1.70896	1	9	0	-8.26969
1.70946	1	8	0	-9.66305
1.71196	1	8	0	-9.37551
1.72457	1	4	0	10.6208
1.72746	1	4	0	10.6463
1.73164	1	10	0	-7.96088
1.73357	1	5	0	-7.16408
1.73443	1	10	0	-7.02479
1.73646	1	5	0	-7.91278
1.73657	1	7	0	-10.4929
1.73757	1	1	0	37.5014
1.73861	1	6	0	-8.97662
1.73996	1	7	0	-10.6496
1.74146	1	6	0	-10.0343
1.74157	1	2	0	29.1296
1.74246	1	7	0	-8.65157
1.74396	1	6	0	-11.0306
1.75657	1	3	0	6.35401
1.75946	1	3	0	5.28947
1.76164	1	9	0	-7.54064
1.76264	1	8	0	-8.47856
1.76446	1	9	0	-4.69173
1.76546	1	8	0	-8.83838
1.76796	1	8	0	-9.6815
1.79257	1	4	0	14.3041
1.79457	1	1	0	37.7509
1.79546	1	4	0	5.07463
1.79564	1	5	0	-8.33315
1.79743	1	1	0	39.3683
1.79796	1	4	0	16.4693
1.79846	1	5	0	-9.06385
1.80096	1	5	0	-9.08522
1.80161	1	7	0	-10.4592
1.80164	1	2	0	30.3844
1.80446	1	7	0	-9.25956
1.80696	1	7	0	-6.17433
1.80714	1	6	0	-9.25245
1.80996	1	6	0	-9.75755
1.81243	1	6	0	-10.4459
1.81364	1	8	0	-11.2548
1.81643	1	8	0	-11.1504
1.81764	1	10	0	-8.01309
1.81893	1	8	0	-11.8671
1.82046	1	10	0	-6.22062
1.82057	1	3	0	5.89178
1.82146	1	8	0	-11.6358
1.82264	1	9	0	-6.64051
1.82343	1	3	0	5.80055
1.82546	1	9	0	-4.17874
1.84957	1	2	0	28.9731
1.85861	1	7	0	-6.11866
1.85868	1	6	0	-10.4055
1.85871	1	4	0	14.818
1.86143	1	4	0	9.4967
1.86143	1	6	0	-17.5708
1.86143	1	7	0	-19.6516
1.86157	1	1	0	37.6825
1.86389	1	6	0	-13.4768
1.86389	1	4	0	11.8064
1.86389	1	7	0	-12.0707
1.86411	1	10	0	-5.58043
1.86461	1	5	0	-7.17196
1.86639	1	6	0	-11.4582
1.86639	1	7	0	-11.205
1.86696	1	10	0	-4.39656
1.86743	1	5	0	-7.97673
1.86761	1	8	0	-11.9228
1.86764	1	3	0	5.7376
1.87043	1	3	0	0.653847
1.87043	1	8	0	-10.3338
1.87296	1	3	0	-0.642621
1.87296	1	8	0	-7.60195
1.88061	1	9	0	-3.90885
1.88346	1	9	0	-2.4813
1.90457	1	2	0	30.4559
1.90861	1	6	0	-9.97394
1.91146	1	6	0	-10.4142
1.91161	1	7	0	-5.59652
1.91396	1	6	0	-9.89643
1.91446	1	7	0	-4.94607
1.91457	1	10	0	-7.39232
1.91564	1	5	0	-5.84839
1.91568	1	4	0	15.9758
1.91743	1	10	0	-6.45306
1.91846	1	4	0	12.4703
1.91846	1	5	0	-20.4554
1.92096	1	5	0	-6.64541
1.92157	1	1	0	37.2813
1.92464	1	8	0	-13.9701
1.92557	1	3	0	5.61788
1.92746	1	8	0	-14.1586
1.92846	1	3	0	6.49148
1.92996	1	8	0	-14.2755
1.93243	1	8	0	-14.0288
1.93357	1	9	0	-4.83497
1.93646	1	9	0	-2.52987
1.96457	1	2	0	31.0829
1.96764	1	6	0	-6.17783
1.96861	1	7	0	-3.03195
1.97046	1	6	0	-7.05216
1.97146	1	7	0	-2.002
1.97357	1	4	0	11.535
1.97646	1	4	0	10.7299
1.97661	1	5	0	-7.18524
1.97896	1	4	0	10.04
1.97946	1	5	0	-8.45137
1.97957	1	10	0	-9.59657
1.98157	1	1	0	37.7382
1.98246	1	10	0	-8.16508
1.98657	1	9	0	-3.686
1.98946	1	9	0	-2.01152
1.99857	1	3	0	6.36538
1.99964	1	8	0	-9.41319
2.00143	1	3	0	7.04715
2.00246	1	8	0	-9.63879
2.00496	1	8	0	-9.25853
2.02557	1	7	0	-6.52295
2.02846	1	7	0	-7.22573
2.03096	1	7	0	-3.15449
2.03107	1	10	0	-12.4475
2.03114	1	5	0	-7.16325
2.03161	1	6	0	-8.09868
2.03257	1	4	0	16.4373
2.03261	1	2	0	31.1299
2.03393	1	10	0	-16.2092
2.03393	1	5	0	-20.1903
2.03443	1	6	0	-9.03547
2.03457	1	1	0	38.5931
2.03543	1	4	0	15.6121
2.03643	1	10	0	-16.8564
2.03643	1	5	0	-19.6549
2.03689	1	6	0	-9.64149
2.03889	1	10	0	-16.6714
2.03889	1	5	0	-18.3061
2.05157	1	9	0	-3.1354
2.05446	1	9	0	-0.121754
2.05457	1	3	0	5.41485
2.05746	1	3	0	4.11282
2.05996	1	3	0	3.39135
2.06011	1	8	0	-10.9992
2.06296	1	8	0	-11.412
2.06546	1	8	0	-12.5506
2.07857	1	7	0	-6.77245
2.08146	1	7	0	-6.17953
2.08396	1	7	0	-3.04984
2.08761	1	10	0	-9.88402
2.09046	1	10	0	-8.44861
2.09064	1	6	0	-7.82938
2.09068	1	2	0	31.1335
2.09257	1	4	0	15.0781
2.09261	1	1	0	37.8539
2.09339	1	6	0	-8.68797
2.09593	1	4	0	0.789546
2.09593	1	6	0	-11.363
2.09764	1	5	0	-7.01622
2.09846	1	4	0	16.4025
2.10043	1	5	0	-7.94481
2.10657	1	9	0	-1.58585
2.10757	1	3	0	4.84128
2.10943	1	9	0	1.57198
2.11046	1	3	0	4.6578
2.11296	1	3	0	6.69829
2.11764	1	8	0	-9.60941
2.12046	1	8	0	-9.80126
2.12296	1	8	0	-9.83035
2.12857	1	7	0	-6.9469
2.13146	1	7	0	-6.44775
2.13393	1	7	0	-9.79552
2.13646	1	7	0	-5.87496
2.13861	1	10	0	-12.6869
2.14146	1	10	0	-11.5816
2.14157	1	1	0	38.0405
2.14396	1	10	0	-11.9981
2.14446	1	1	0	37.3466
2.14568	1	6	0	-10.4568
2.14757	1	2	0	33.0528
2.14843	1	6	0	-10.7634
2.14961	1	5	0	-5.87023
2.15096	1	6	0	-10.6585
2.15246	1	5	0	-6.93472
2.15343	1	6	0	-10.9415
2.16157	1	9	0	-4.2028
2.16257	1	4	0	13.8721
2.16446	1	9	0	-0.664298
2.16546	1	4	0	10.3471
2.16664	1	8	0	-8.42524
2.16796	1	4	0	6.8782
2.16946	1	8	0	-8.82782
2.17196	1	8	0	-8.93027
2.18061	1	7	0	-8.81955
2.18064	1	3	0	6.79822
2.18343	1	3	0	0.481551
2.18343	1	7	0	-12.4296
2.18596	1	3	0	0.470733
2.18596	1	7	0	-12.7483
2.18846	1	7	0	-6.50962
2.19364	1	10	0	-10.8717
2.19561	1	5	0	-5.51521
2.19646	1	10	0	-9.19085
2.19846	1	5	0	-6.19884
2.19896	1	10	0	-9.8999
2.20264	1	6	0	-10.7578
2.20268	1	2	0	31.9817
2.20357	1	1	0	38.4827
2.20546	1	6	0	-10.1395
2.20793	1	6	0	-10.9718
2.21046	1	6	0	-10.7288
2.21757	1	4	0	11.428
2.21861	1	8	0	-8.58161
2.22043	1	4	0	14.0457
2.22146	1	8	0	-9.3572
2.22396	1	8	0	-9.6764
2.22757	1	9	0	-3.34829
2.23046	1	9	0	-1.43101
2.23261	1	7	0	-8.6127
2.23546	1	7	0	-9.2269
2.23796	1	7	0	-6.49804
2.23807	1	3	0	7.44366
2.24096	1	3	0	11.6967
2.24961	1	5	0	-4.78811
2.25061	1	10	0	-11.87
2.25243	1	5	0	-5.47933
