% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
0.1215	1	0	0	4	12	2	1	1	1	14	1	0	13	699
0.1215	1	0	0	3	12	2	1	2	1	14	1	0	6	318
0.1215	1	0	0	2	12	2	1	3	1	14	1	0	26	1862
0.1215	1	0	0	1	12	2	1	4	1	15	1	0	26	1862
0.1225	1	0	0	4	12	3	1	1	1	12	1	0	13	699
0.1225	1	0	0	3	12	3	1	2	1	13	1	0	6	318
0.1225	1	0	0	2	12	3	1	3	1	13	1	0	26	1862
0.1225	1	0	0	1	12	3	1	4	1	13	1	0	26	1862
0.1235	1	0	0	4	12	4	1	1	1	15	1	0	20	1203
0.1235	1	0	0	3	12	4	1	2	1	15	1	0	6	318
0.1235	1	0	0	2	12	4	1	3	1	15	1	0	26	1862
0.1235	1	0	0	1	12	4	1	4	1	14	1	0	26	1862
0.1245	1	0	0	4	12	5	1	1	1	14	1	0	22	1423
