% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
0.2995	1	0	6	6	30	0	1	3	1	15	1	0	4	216
0.3005	1	0	8	8	30	1	1	1	2	15	1	0	2	274
0.3185	1	0	5	5	31	9	1	1	1	15	1	0	8	428
0.3275	1	0	3	3	32	8	1	1	1	15	1	0	24	1642
0.3315	1	0	7	7	33	2	1	1	1	15	1	0	15	874
0.3455	1	0	4	4	34	6	1	1	1	15	1	0	26	1862
0.3475	1	0	8	8	34	8	1	1	1	15	1	0	6	318
0.3475	1	0	1	1	34	8	1	2	1	15	1	0	26	1862
0.3525	1	0	2	2	35	3	1	1	1	15	1	0	26	1862
0.3565	1	0	6	6	35	7	1	1	2	15	1	0	0	172
0.3595	1	0	9	9	36	0	1	1	1	15	1	0	20	1203
0.365	1	0	5	5	36	6	0	1	1	15	1	0	6	318
0.3655	1	0	10	10	36	6	1	1	3	15	1	0	0	260
0.3815	1	0	3	3	38	2	1	1	1	15	1	0	13	699
0.3955	1	0	7	7	39	6	1	1	1	15	1	0	24	1642
0.4055	1	0	8	8	40	6	1	1	1	15	1	0	8	428
0.4055	1	0	6	6	40	6	1	2	1	15	1	0	4	216
0.4075	1	0	4	4	40	8	1	1	1	15	1	0	28	2037
0.4075	1	0	2	2	40	8	1	2	1	15	1	0	26	1862
0.4135	1	0	1	1	41	4	1	1	1	15	1	0	26	1862
0.4145	1	0	5	5	41	5	1	1	1	15	1	0	11	538
0.4155	1	0	10	10	41	6	1	1	3	15	1	0	0	260
0.4155	1	0	9	9	41	6	1	4	1	15	1	0	18	1006
0.4505	1	0	3	3	45	1	1	1	1	15	1	0	13	699
0.4565	1	0	7	7	45	7	1	1	1	15	1	0	24	1642
0.462	1	0	4	4	46	3	0	1	1	15	1	0	26	1862
0.4685	1	0	2	2	46	9	1	1	1	15	1	0	26	1862
0.4705	1	0	9	9	47	1	1	1	1	15	1	0	8	428
0.4705	1	0	6	6	47	1	1	2	1	15	1	0	4	216
0.4715	1	0	8	8	47	2	1	1	1	15	1	0	6	318
0.4715	1	0	5	5	47	2	1	2	1	15	1	0	8	428
0.4835	1	0	1	1	48	4	1	1	1	15	1	0	26	1862
0.4875	1	0	10	10	48	8	1	1	2	15	1	0	0	172
0.5105	1	0	7	7	51	1	1	1	1	15	1	0	24	1642
0.5115	1	0	3	3	51	2	1	1	1	15	1	0	26	1862
0.5165	1	0	2	2	51	7	1	1	1	15	1	0	26	1862
0.5205	1	0	6	6	52	1	1	1	1	15	1	0	4	216
0.5275	1	0	5	5	52	8	1	1	1	15	1	0	8	428
0.5305	1	0	4	4	53	1	1	1	1	15	1	0	26	1862
0.5325	1	0	9	9	53	3	1	1	1	15	1	0	6	318
0.5335	1	0	8	8	53	4	1	1	1	15	1	0	6	318
0.5375	1	0	1	1	53	8	1	1	1	15	1	0	26	1862
0.5515	1	0	10	10	55	2	1	1	3	15	1	0	2	413
0.5695	1	0	7	7	57	0	1	1	1	15	1	0	24	1642
0.575	1	0	3	3	57	6	0	1	1	15	1	0	26	1862
0.578	1	0	2	2	57	9	0	1	1	15	1	0	26	1862
0.5795	1	0	6	6	58	0	1	1	1	15	1	0	4	216
0.5845	1	0	1	1	58	5	1	1	1	15	1	0	26	1862
0.5855	1	0	4	4	58	6	1	1	1	15	1	0	28	2037
0.5885	1	0	5	5	58	9	1	1	1	15	1	0	11	538
0.5995	1	0	9	9	60	0	1	1	1	15	1	0	22	1423
0.6085	1	0	10	10	60	9	1	1	2	15	1	0	2	274
0.6085	1	0	8	8	60	9	1	3	1	15	1	0	11	538
0.6235	1	0	7	7	62	4	1	1	1	15	1	0	22	1423
0.6255	1	0	6	6	62	6	1	1	2	15	1	0	4	435
0.6375	1	0	1	1	63	8	1	1	1	15	1	0	26	1862
0.6385	1	0	3	3	63	9	1	1	1	15	1	0	26	1862
0.6455	1	0	2	2	64	6	1	1	1	15	1	0	26	1862
0.6465	1	0	5	5	64	7	1	1	1	15	1	0	11	538
0.6495	1	0	4	4	65	0	1	1	1	15	1	0	28	2037
0.655	1	0	10	10	65	6	0	1	1	15	1	0	4	216
0.658	1	0	9	9	65	9	0	1	1	15	1	0	18	1006
0.6795	1	0	7	7	68	0	1	1	1	15	1	0	22	1423
0.6805	1	0	6	6	68	1	1	1	2	15	1	0	2	274
0.6895	1	0	8	8	69	0	1	1	1	15	1	0	13	699
0.6965	1	0	2	2	69	7	1	1	1	15	1	0	26	1862
0.6975	1	0	1	1	69	8	1	1	1	15	1	0	26	1862
0.7015	1	0	3	3	70	2	1	1	1	15	1	0	26	1862
0.7035	1	0	9	9	70	4	1	1	1	15	1	0	18	1006
0.7115	1	0	4	4	71	2	1	1	1	15	1	0	28	2037
0.7185	1	0	10	10	71	9	1	1	1	15	1	0	8	428
0.7205	1	0	5	5	72	1	1	1	1	15	1	0	11	538
0.7375	1	0	7	7	73	8	1	1	1	15	1	0	20	1203
0.7405	1	0	2	2	74	1	1	1	1	15	1	0	26	1862
0.7475	1	0	6	6	74	8	1	1	2	15	1	0	2	274
0.7575	1	0	4	4	75	8	1	1	1	15	1	0	28	2037
0.7615	1	0	3	3	76	2	1	1	1	15	1	0	24	1642
0.7625	1	0	9	9	76	3	1	1	1	15	1	0	13	699
0.7685	1	0	8	8	76	9	1	1	1	15	1	0	20	1203
0.7755	1	0	10	10	77	6	1	1	1	15	1	0	11	538
0.7755	1	0	1	1	77	6	1	2	1	15	1	0	26	1862
0.7815	1	0	5	5	78	2	1	1	1	15	1	0	11	538
0.7965	1	0	7	7	79	7	1	1	1	15	1	0	20	1203
0.7985	1	0	6	6	79	9	1	1	1	15	1	0	2	135
0.8025	1	0	2	2	80	3	1	1	1	15	1	0	26	1862
0.8075	1	0	9	9	80	8	1	1	1	15	1	0	13	699
0.8185	1	0	4	4	81	9	1	1	1	15	1	0	28	2037
0.8205	1	0	3	3	82	1	1	1	1	15	1	0	26	1862
0.8225	1	0	8	8	82	3	1	1	1	15	1	0	18	1006
0.8295	1	0	10	10	83	0	1	1	1	15	1	0	11	538
0.8365	1	0	5	5	83	7	1	1	1	15	1	0	13	699
0.8365	1	0	1	1	83	7	1	2	1	15	1	0	26	1862
0.8475	1	0	7	7	84	8	1	1	1	15	1	0	18	1006
0.8535	1	0	2	2	85	4	1	1	1	15	1	0	26	1862
0.8555	1	0	6	6	85	6	1	1	1	15	1	0	4	216
0.8615	1	0	9	9	86	2	1	1	1	15	1	0	11	538
0.8715	1	0	4	4	87	2	1	1	1	15	1	0	28	2037
0.8855	1	0	8	8	88	6	1	1	1	15	1	0	18	1006
0.8865	1	0	3	3	88	7	1	1	1	15	1	0	26	1862
0.8885	1	0	10	10	88	9	1	1	1	15	1	0	11	538
0.892	1	0	5	5	89	3	0	1	1	15	1	0	13	699
0.8975	1	0	7	7	89	8	1	1	1	15	1	0	8	428
0.9045	1	0	6	6	90	5	1	1	1	15	1	0	8	428
0.9115	1	0	1	1	91	2	1	1	1	15	1	0	26	1862
0.9175	1	0	2	2	91	8	1	1	1	15	1	0	26	1862
0.9205	1	0	9	9	92	1	1	1	1	15	1	0	18	1006
0.9305	1	0	4	4	93	1	1	1	1	15	1	0	28	2037
0.9425	1	0	8	8	94	3	1	1	1	15	1	0	15	874
0.9435	1	0	10	10	94	4	1	1	1	15	1	0	8	428
0.9525	1	0	7	7	95	3	1	1	1	15	1	0	18	1006
0.9525	1	0	5	5	95	3	1	2	1	15	1	0	11	538
0.9525	1	0	3	3	95	3	1	3	1	15	1	0	26	1862
0.9655	1	0	6	6	96	6	1	1	1	15	1	0	4	216
0.9685	1	0	1	1	96	9	1	1	1	15	1	0	26	1862
0.9705	1	0	2	2	97	1	1	1	1	15	1	0	26	1862
0.9805	1	0	9	9	98	1	1	1	1	15	1	0	18	1006
0.9995	1	0	10	10	100	0	1	1	1	15	1	0	8	428
1.0045	1	0	4	4	100	5	1	1	1	15	1	0	22	1423
1.0085	1	0	5	5	100	9	1	1	2	15	1	0	2	274
1.0085	1	0	3	3	100	9	1	3	1	15	1	0	22	1423
1.0095	1	0	7	7	101	0	1	1	2	15	1	0	2	274
1.0145	1	0	6	6	101	5	1	1	1	15	1	0	4	216
1.0165	1	0	8	8	101	7	1	1	1	15	1	0	13	699
1.0205	1	0	2	2	102	1	1	1	1	15	1	0	26	1862
1.0275	1	0	1	1	102	8	1	1	1	15	1	0	26	1862
1.0325	1	0	9	9	103	3	1	1	1	15	1	0	18	1006
1.0535	1	0	10	10	105	4	1	1	1	15	1	0	11	538
1.0545	1	0	5	5	105	5	1	1	1	15	1	0	2	135
1.0595	1	0	7	7	106	0	1	1	1	15	1	0	15	874
1.0655	1	0	3	3	106	6	1	1	1	15	1	0	18	1006
1.0685	1	0	4	4	106	9	1	1	1	15	1	0	26	1862
1.0695	1	0	8	8	107	0	1	1	1	15	1	0	13	699
1.0705	1	0	6	6	107	1	1	1	1	15	1	0	2	135
1.0805	1	0	2	2	108	1	1	1	1	15	1	0	28	2037
1.0825	1	0	1	1	108	3	1	1	1	15	1	0	28	2037
1.0875	1	0	9	9	108	8	1	1	1	15	1	0	13	699
1.1035	1	0	7	7	110	4	1	1	1	15	1	0	15	874
1.1035	1	0	5	5	110	4	1	2	1	15	1	0	4	216
1.1165	1	0	10	10	111	7	1	1	1	15	1	0	13	699
1.1205	1	0	6	6	112	1	1	1	1	15	1	0	6	318
1.1265	1	0	8	8	112	7	1	1	1	15	1	0	4	216
1.1285	1	0	4	4	112	9	1	1	1	15	1	0	28	2037
1.1315	1	0	3	3	113	2	1	1	1	15	1	0	24	1642
1.137	1	0	1	1	113	8	0	1	1	15	1	0	28	2037
1.1405	1	0	9	9	114	1	1	1	1	15	1	0	8	428
1.1475	1	0	2	2	114	8	1	1	1	15	1	0	28	2037
1.1575	1	0	5	5	115	8	1	1	1	15	1	0	4	216
1.1705	1	0	6	6	117	1	1	1	1	15	1	0	4	216
1.1715	1	0	10	10	117	2	1	1	1	15	1	0	15	874
1.1825	1	0	8	8	118	3	1	1	1	15	1	0	4	216
1.1855	1	0	3	3	118	6	1	1	1	15	1	0	13	699
1.1885	1	0	4	4	118	9	1	1	1	15	1	0	28	2037
1.1915	1	0	7	7	119	2	1	1	1	15	1	0	13	699
1.1915	1	0	1	1	119	2	1	2	1	15	1	0	28	2037
1.1935	1	0	9	9	119	4	1	1	1	15	1	0	13	699
1.2095	1	0	5	5	121	0	1	1	1	15	1	0	8	428
1.2155	1	0	2	2	121	6	1	1	1	15	1	0	28	2037
1.2235	1	0	6	6	122	4	1	1	2	15	1	0	2	274
1.2275	1	0	10	10	122	8	1	1	1	15	1	0	11	538
1.2405	1	0	9	9	124	1	1	1	1	15	1	0	13	699
1.2405	1	0	1	1	124	1	1	2	1	15	1	0	28	2037
1.2425	1	0	3	3	124	3	1	1	1	15	1	0	13	699
1.2545	1	0	4	4	125	5	1	1	1	15	1	0	28	2037
1.2575	1	0	5	5	125	8	1	1	1	15	1	0	8	428
1.2645	1	0	8	8	126	5	1	1	2	15	1	0	4	435
1.2675	1	0	2	2	126	8	1	1	1	15	1	0	28	2037
1.2685	1	0	7	7	126	9	1	1	1	15	1	0	13	699
1.2895	1	0	1	1	129	0	1	1	1	15	1	0	26	1862
1.2905	1	0	9	9	129	1	1	1	1	15	1	0	8	428
1.2935	1	0	10	10	129	4	1	1	1	15	1	0	8	428
1.2935	1	0	6	6	129	4	1	2	3	15	1	0	0	260
1.2975	1	0	3	3	129	8	1	1	1	15	1	0	20	1203
1.3105	1	0	4	4	131	1	1	1	1	15	1	0	28	2037
1.3145	1	0	5	5	131	5	1	1	1	15	1	0	8	428
1.3215	1	0	8	8	132	2	1	1	2	15	1	0	0	172
1.3215	1	0	7	7	132	2	1	3	1	15	1	0	13	699
1.3225	1	0	2	2	132	3	1	1	1	15	1	0	28	2037
1.3455	1	0	9	9	134	6	1	1	1	15	1	0	6	318
1.3535	1	0	10	10	135	4	1	1	1	15	1	0	6	318
1.3605	1	0	3	3	136	1	1	1	1	15	1	0	15	874
1.3615	1	0	6	6	136	2	1	1	2	15	1	0	0	172
1.3625	1	0	1	1	136	3	1	1	1	15	1	0	26	1862
1.3685	1	0	5	5	136	9	1	1	1	15	1	0	8	428
1.3685	1	0	4	4	136	9	1	2	1	15	1	0	26	1862
1.3695	1	0	7	7	137	0	1	1	1	15	1	0	8	428
1.374	1	0	8	8	137	5	0	1	2	15	1	0	0	172
1.377	1	0	2	2	137	8	0	1	1	15	1	0	28	2037
1.4045	1	0	9	9	140	5	1	1	1	15	1	0	4	216
1.4145	1	0	10	10	141	5	1	1	1	15	1	0	4	216
1.415	1	0	10	10	141	6	0	1	1	14	1	0	4	216
1.4155	1	0	6	6	141	6	1	1	2	15	1	0	0	172
1.4155	1	0	3	3	141	6	1	3	1	15	1	0	13	699
1.4265	1	0	8	8	142	7	1	1	2	15	1	0	0	172
1.4275	1	0	5	5	142	8	1	1	1	15	1	0	8	428
1.4295	1	0	2	2	143	0	1	1	1	15	1	0	28	2037
1.4305	1	0	7	7	143	1	1	1	1	15	1	0	15	874
1.4305	1	0	1	1	143	1	1	2	1	15	1	0	26	1862
1.4325	1	0	4	4	143	3	1	1	1	15	1	0	28	2037
1.4635	1	0	10	10	146	4	1	1	1	15	1	0	4	216
1.4695	1	0	3	3	147	0	1	1	1	15	1	0	11	538
1.4795	1	0	4	4	148	0	1	1	1	15	1	0	28	2037
1.4855	1	0	9	9	148	6	1	1	1	15	1	0	4	216
1.4865	1	0	6	6	148	7	1	1	2	15	1	0	0	172
1.4875	1	0	5	5	148	8	1	1	1	15	1	0	8	428
1.4895	1	0	8	8	149	0	1	1	4	15	1	0	0	348
1.4895	1	0	2	2	149	0	1	5	1	15	1	0	24	1642
1.4895	1	0	1	1	149	0	1	6	1	15	1	0	26	1862
1.4955	1	0	7	7	149	6	1	1	1	15	1	0	18	1006
1.5295	1	0	10	10	153	0	1	1	2	15	1	0	2	274
1.5345	1	0	9	9	153	5	1	1	1	15	1	0	8	428
1.5385	1	0	6	6	153	9	1	1	2	15	1	0	0	172
1.5395	1	0	4	4	154	0	1	1	1	15	1	0	28	2037
1.5405	1	0	2	2	154	1	1	1	1	15	1	0	26	1862
1.5445	1	0	5	5	154	5	1	1	1	15	1	0	6	318
1.5475	1	0	8	8	154	8	1	1	2	15	1	0	0	172
1.5555	1	0	3	3	155	6	1	1	1	15	1	0	20	1203
1.5565	1	0	1	1	155	7	1	1	1	15	1	0	26	1862
1.5645	1	0	7	7	156	5	1	1	1	15	1	0	18	1006
1.5895	1	0	4	4	159	0	1	1	1	15	1	0	28	2037
1.5905	1	0	10	10	159	1	1	1	2	15	1	0	2	274
1.5935	1	0	9	9	159	4	1	1	1	15	1	0	8	428
1.5935	1	0	8	8	159	4	1	2	2	15	1	0	0	172
1.599	1	0	6	6	160	0	0	1	4	15	1	0	0	348
1.602	1	0	5	5	160	3	0	1	1	15	1	0	8	428
1.6025	1	0	2	2	160	3	1	1	1	15	1	0	26	1862
1.6135	1	0	3	3	161	4	1	1	1	15	1	0	24	1642
1.6145	1	0	1	1	161	5	1	1	1	15	1	0	26	1862
1.6155	1	0	7	7	161	6	1	1	1	15	1	0	20	1203
1.6435	1	0	9	9	164	4	1	1	2	15	1	0	0	172
1.6445	1	0	10	10	164	5	1	1	1	15	1	0	2	135
1.6465	1	0	4	4	164	7	1	1	1	15	1	0	28	2037
1.6475	1	0	8	8	164	8	1	1	2	15	1	0	0	172
1.6535	1	0	6	6	165	4	1	1	3	15	1	0	0	260
1.6535	1	0	5	5	165	4	1	4	1	15	1	0	11	538
1.6625	1	0	2	2	166	3	1	1	1	15	1	0	26	1862
1.6645	1	0	1	1	166	5	1	1	1	15	1	0	28	2037
1.6655	1	0	3	3	166	6	1	1	1	15	1	0	20	1203
1.6675	1	0	7	7	166	8	1	1	1	15	1	0	8	428
1.6945	1	0	9	9	169	5	1	1	1	15	1	0	6	318
1.6955	1	0	10	10	169	6	1	1	1	15	1	0	6	318
1.7015	1	0	8	8	170	2	1	1	2	15	1	0	0	172
1.7015	1	0	4	4	170	2	1	3	1	15	1	0	28	2037
1.7155	1	0	6	6	171	6	1	1	3	15	1	0	0	260
1.7225	1	0	5	5	172	3	1	1	1	15	1	0	6	318
1.7235	1	0	2	2	172	4	1	1	1	15	1	0	28	2037
1.7255	1	0	7	7	172	6	1	1	1	15	1	0	15	874
1.7285	1	0	1	1	172	9	1	1	1	15	1	0	26	1862
1.7435	1	0	3	3	174	4	1	1	1	15	1	0	18	1006
1.7545	1	0	9	9	175	5	1	1	1	15	1	0	13	699
1.7545	1	0	4	4	175	5	1	2	1	15	1	0	26	1862
1.7565	1	0	10	10	175	7	1	1	1	15	1	0	8	428
1.7585	1	0	8	8	175	9	1	1	3	15	1	0	0	260
1.7775	1	0	5	5	177	8	1	1	1	15	1	0	13	699
1.7785	1	0	6	6	177	9	1	1	2	15	1	0	0	172
1.783	1	0	2	2	178	4	0	1	1	15	1	0	28	2037
1.783	1	0	1	1	178	4	0	2	1	15	1	0	28	2037
1.7875	1	0	7	7	178	8	1	1	1	15	1	0	13	699
1.8045	1	0	9	9	180	5	1	1	1	15	1	0	6	318
1.8045	1	0	3	3	180	5	1	2	1	15	1	0	18	1006
1.8065	1	0	4	4	180	7	1	1	1	15	1	0	24	1642
1.8165	1	0	10	10	181	7	1	1	1	15	1	0	11	538
1.8175	1	0	8	8	181	8	1	1	2	15	1	0	0	172
1.8295	1	0	6	6	183	0	1	1	2	15	1	0	0	172
1.8305	1	0	5	5	183	1	1	1	1	15	1	0	11	538
1.8315	1	0	7	7	183	2	1	1	1	15	1	0	13	699
1.8335	1	0	2	2	183	4	1	1	1	15	1	0	28	2037
1.8405	1	0	1	1	184	1	1	1	1	15	1	0	28	2037
1.8605	1	0	3	3	186	1	1	1	1	15	1	0	15	874
1.8645	1	0	4	4	186	5	1	1	1	15	1	0	26	1862
1.8665	1	0	8	8	186	7	1	1	2	15	1	0	0	172
1.8745	1	0	9	9	187	5	1	1	1	15	1	0	8	428
1.8775	1	0	6	6	187	8	1	1	2	15	1	0	2	274
1.8785	1	0	10	10	187	9	1	1	1	15	1	0	13	699
1.8865	1	0	7	7	188	7	1	1	1	15	1	0	13	699
1.8905	1	0	5	5	189	1	1	1	1	15	1	0	11	538
1.8985	1	0	2	2	189	9	1	1	1	15	1	0	28	2037
1.9015	1	0	1	1	190	2	1	1	1	15	1	0	28	2037
1.9155	1	0	3	3	191	6	1	1	1	15	1	0	20	1203
1.9235	1	0	4	4	192	4	1	1	1	15	1	0	28	2037
1.9345	1	0	10	10	193	5	1	1	1	15	1	0	11	538
1.9365	1	0	9	9	193	7	1	1	1	15	1	0	13	699
1.9385	1	0	6	6	193	9	1	1	3	15	1	0	2	413
1.9395	1	0	8	8	194	0	1	1	2	15	1	0	0	172
1.945	1	0	7	7	194	6	0	1	1	15	1	0	13	699
1.948	1	0	5	5	194	9	0	1	1	15	1	0	13	699
1.9515	1	0	1	1	195	2	1	1	1	15	1	0	28	2037
1.9545	1	0	2	2	195	5	1	1	1	15	1	0	26	1862
1.9655	1	0	3	3	196	6	1	1	1	15	1	0	18	1006
1.9765	1	0	4	4	197	7	1	1	1	15	1	0	26	1862
1.9835	1	0	10	10	198	4	1	1	1	15	1	0	11	538
1.9835	1	0	9	9	198	4	1	2	1	15	1	0	13	699
1.9865	1	0	6	6	198	7	1	1	4	15	1	0	0	348
1.9985	1	0	8	8	199	9	1	1	2	15	1	0	0	172
1.999	1	0	8	8	200	0	0	1	1	14	1	0	0	84
2.002	1	0	7	7	200	3	0	1	1	15	1	0	13	699
2.0075	1	0	5	5	200	8	1	1	1	15	1	0	15	874
2.0075	1	0	2	2	200	8	1	2	1	15	1	0	26	1862
2.0095	1	0	1	1	201	0	1	1	1	15	1	0	28	2037
2.0235	1	0	4	4	202	4	1	1	1	15	1	0	28	2037
2.0255	1	0	3	3	202	6	1	1	2	15	1	0	4	435
2.0425	1	0	9	9	204	3	1	1	1	15	1	0	6	318
2.0455	1	0	6	6	204	6	1	1	4	15	1	0	0	348
2.0485	1	0	8	8	204	9	1	1	2	15	1	0	0	172
2.0515	1	0	10	10	205	2	1	1	1	15	1	0	8	428
2.0515	1	0	7	7	205	2	1	2	1	15	1	0	6	318
2.0625	1	0	2	2	206	3	1	1	1	15	1	0	26	1862
2.0635	1	0	1	1	206	4	1	1	1	15	1	0	26	1862
2.0695	1	0	5	5	207	0	1	1	1	15	1	0	15	874
2.0735	1	0	4	4	207	4	1	1	1	15	1	0	28	2037
2.0855	1	0	3	3	208	6	1	1	1	15	1	0	4	216
2.0985	1	0	8	8	209	9	1	1	2	15	1	0	0	172
2.0985	1	0	6	6	209	9	1	3	3	15	1	0	0	260
2.1015	1	0	9	9	210	2	1	1	1	15	1	0	8	428
2.1075	1	0	7	7	210	8	1	1	1	15	1	0	4	216
2.1105	1	0	1	1	211	1	1	1	1	15	1	0	26	1862
2.1225	1	0	10	10	212	3	1	1	1	15	1	0	4	216
2.1245	1	0	5	5	212	5	1	1	1	15	1	0	15	874
2.1255	1	0	2	2	212	6	1	1	1	15	1	0	26	1862
2.1275	1	0	4	4	212	8	1	1	1	15	1	0	24	1642
2.1525	1	0	8	8	215	3	1	1	2	15	1	0	0	172
2.1525	1	0	6	6	215	3	1	3	3	15	1	0	0	260
2.153	1	0	8	8	215	4	0	1	1	14	1	0	0	84
2.156	1	0	9	9	215	7	0	1	1	15	1	0	13	699
2.1565	1	0	7	7	215	7	1	1	2	15	1	0	2	274
2.1595	1	0	3	3	216	0	1	1	1	15	1	0	20	1203
2.1785	1	0	2	2	217	9	1	1	1	15	1	0	26	1862
2.1785	1	0	1	1	217	9	1	2	1	15	1	0	26	1862
2.1815	1	0	5	5	218	2	1	1	1	15	1	0	13	699
2.1875	1	0	10	10	218	8	1	1	1	15	1	0	2	135
2.1985	1	0	4	4	219	9	1	1	1	15	1	0	28	2037
2.2065	1	0	6	6	220	7	1	1	2	15	1	0	0	172
2.2075	1	0	8	8	220	8	1	1	3	15	1	0	0	260
2.2085	1	0	3	3	220	9	1	1	1	15	1	0	24	1642
2.2105	1	0	7	7	221	1	1	1	1	15	1	0	4	216
2.2175	1	0	9	9	221	8	1	1	1	15	1	0	6	318
2.2265	1	0	1	1	222	7	1	1	1	15	1	0	26	1862
2.2405	1	0	2	2	224	1	1	1	1	15	1	0	26	1862
2.2415	1	0	10	10	224	2	1	1	2	15	1	0	2	274
2.2565	1	0	4	4	225	7	1	1	1	15	1	0	28	2037
2.2605	1	0	8	8	226	1	1	1	3	15	1	0	0	260
2.262	1	0	5	5	226	3	0	1	1	15	1	0	13	699
2.262	1	0	3	3	226	3	0	2	1	15	1	0	20	1203
2.2685	1	0	7	7	226	9	1	1	4	15	1	0	0	348
2.2725	1	0	6	6	227	3	1	1	2	15	1	0	0	172
2.2745	1	0	9	9	227	5	1	1	1	15	1	0	4	216
2.2805	1	0	1	1	228	1	1	1	1	15	1	0	26	1862
2.2955	1	0	2	2	229	6	1	1	1	15	1	0	26	1862
2.3045	1	0	10	10	230	5	1	1	2	15	1	0	0	172
2.3105	1	0	4	4	231	1	1	1	1	15	1	0	20	1203
2.3115	1	0	3	3	231	2	1	1	1	15	1	0	22	1423
2.3165	1	0	8	8	231	7	1	1	3	15	1	0	0	260
2.3195	1	0	5	5	232	0	1	1	1	15	1	0	11	538
2.3295	1	0	7	7	233	0	1	1	1	15	1	0	2	135
2.33	1	0	7	7	233	1	0	1	1	14	1	0	2	135
2.3365	1	0	1	1	233	7	1	1	1	15	1	0	26	1862
2.3375	1	0	6	6	233	8	1	1	2	15	1	0	0	172
2.3425	1	0	9	9	234	3	1	1	1	15	1	0	4	216
2.3475	1	0	2	2	234	8	1	1	1	15	1	0	26	1862
2.3575	1	0	10	10	235	8	1	1	4	15	1	0	0	348
2.3605	1	0	3	3	236	1	1	1	1	15	1	0	22	1423
2.3805	1	0	7	7	238	1	1	1	1	15	1	0	6	318
2.3815	1	0	5	5	238	2	1	1	1	15	1	0	13	699
2.3825	1	0	8	8	238	3	1	1	3	15	1	0	0	260
2.387	1	0	6	6	238	8	0	1	2	15	1	0	0	172
2.387	1	0	4	4	238	8	0	3	1	15	1	0	26	1862
